001*;USA oder Kanada
0049 8284*;Ziemetshausen
0049 8285*;Burtenbach
0049 8291*;Zusmarshausen
0049 8292*;Dinkelscherben
0049 8293*;Welden b. Augsburg
0049 8294*;Horgau
0049 8295*;Altenmünster Schwab
0049 8296*;Villenbach
0049 8302*;Görisried
0049 8303*;Waltenhofen
0049 8304*;Wildpoldsried
0049 8306*;Ronsberg
0049 831*;Kempten
0049 8320*;Missen-Wilhams
0049 8321*;Sonthofen
0049 8322*;Oberstdorf
0049 8323*;Immenstadt i. Allgäu
0049 8324*;Hindelang
0049 8325*;Oberstaufen-Thalkirchdorf
0049 8326*;Fischen i. Allgäu
0049 8327*;Rettenberg
0049 8328*;Balderschwang
0049 8330*;Legau
0049 8331*;Memmingen
0049 8332*;Ottobeuren
0049 8333*;Babenhausen Schwab
0049 8334*;Bad Grönenbach
0049 8335*;Fellheim
0049 8336*;Erkheim
0049 8337*;Altenstadt Iller
0049 8338*;Böhen
0049 8340*;Baisweil
0049 8341*;Kaufbeuren
0049 8342*;Marktoberdorf
0049 8343*;Aitrang
0049 8344*;Westendorf b. Kaufbeuren
0049 8345*;Stöttwang
0049 8346*;Pforzen
0049 8347*;Friesenried
0049 8348*;Bidingen
0049 8349*;Stötten a. Auerberg
0049 8361*;Nesselwang
0049 8362*;Füssen
0049 8363*;Pfronten
0049 8364*;Seeg
0049 8365*;Wertach
0049 8366*;Oy-Mittelberg
0049 8367*;Roßhaupten Forggensee
0049 8368*;Halblech
0049 8369*;Rückholz
0049 8370*;Wiggensbach
0049 8372*;Obergünzburg
0049 8373*;Altusried
0049 8374*;Dietmannsried
0049 8375*;Weitnau
0049 8376*;Sulzberg Allgäu
0049 8377*;Unterthingau
0049 8378*;Buchenberg b. Kempten
0049 8379*;Waltenhofen-Oberdorf
0049 8380*;Achberg
0049 8381*;Lindenberg i. Allgäu
0049 8382*;Lindau Bodensee
0049 8383*;Grünenbach Allgäu
0049 8384*;Röthenbach Allgäu
0049 8385*;Hergatz
0049 8386*;Oberstaufen
0049 8387*;Weiler-Simmerberg
0049 8388*;Hergensweiler
0049 8389*;Weißensberg
0049 8392*;Markt Rettenbach
0049 8393*;Holzgünz
0049 8394*;Lautrach
0049 8395*;Tannheim Württ
0049 8402*;Münchsmünster
0049 8403*;Pförring
0049 8404*;Oberdolling
0049 8405*;Stammham b. Ingolstadt
0049 8406*;Böhmfeld
0049 8407*;Großmehring
0049 841*;Ingolstadt
0049 8421*;Eichstätt Bay
0049 8422*;Dollnstein
0049 8423*;Titting
0049 8424*;Nassenfels
0049 8426*;Walting Kr. Eichstätt
0049 8427*;Wellheim
0049 8431*;Neuburg a. d Donau
0049 8432*;Burgheim
0049 8433*;Königsmoos
0049 8434*;Rennertshofen
0049 8435*;Ehekirchen
0049 8441*;Pfaffenhofen a. d Ilm
0049 8442*;Wolnzach
0049 8443*;Hohenwart Paar
0049 8444*;Schweitenkirchen
0049 8445*;Gerolsbach
0049 8446*;Pörnbach
0049 8450*;Ingolstadt-Zuchering
0049 8452*;Geisenfeld
0049 8453*;Reichertshofen Oberbay
0049 8454*;Karlshuld
0049 8456*;Lenting
0049 8457*;Vohburg a. d Donau
0049 8458*;Gaimersheim
0049 8459*;Manching
0049 8460*;Berching-Holnstein
0049 8461*;Beilngries
0049 8462*;Berching
0049 8463*;Greding
0049 8464*;Dietfurt a. d Altmühl
0049 8465*;Kipfenberg
0049 8466*;Denkendorf Oberbay
0049 8467*;Kinding
0049 8468*;Altmannstein-Pondorf
0049 8469*;Freystadt-Burggriesbach
0049 8501*;Thyrnau
0049 8502*;Fürstenzell
0049 8503*;Neuhaus a. Inn
0049 8504*;Tittling
0049 8505*;Hutthurm
0049 8506*;Bad Höhenstadt
0049 8507*;Neuburg a. Inn
0049 8509*;Ruderting
0049 851*;Passau
0049 8531*;Pocking
0049 8532*;Griesbach i. Rottal
0049 8533*;Rotthalmünster
0049 8534*;Tettenweis
0049 8535*;Haarbach
0049 8536*;Kößlarn
0049 8537*;Bad Füssing-Aigen
0049 8538*;Pocking-Hartkirchen
0049 8541*;Vilshofen
0049 8542*;Ortenburg
0049 8543*;Aidenbach
0049 8544*;Eging a. See
0049 8545*;Hofkirchen Bay
0049 8546*;Windorf-Otterskirchen
0049 8547*;Osterhofen-Gergweis
0049 8548*;Vilshofen-Sandbach
0049 8549*;Vilshofen-Pleinting
0049 8550*;Philippsreut
0049 8551*;Freyung
0049 8552*;Grafenau Niederbay
0049 8553*;Spiegelau
0049 8554*;Schönberg
0049 8555*;Perlesreut
0049 8556*;Haidmühle
0049 8557*;Mauth
0049 8558*;Hohenau Niederbay
0049 8561*;Pfarrkirchen Niederbay
0049 8562*;Triftern
0049 8563*;Bad Birnbach Rottal
0049 8564*;Johanniskirchen
0049 8565*;Dietersburg-Baumgarten
0049 8571*;Simbach a. Inn
0049 8572*;Tann Niederbay
0049 8573*;Ering
0049 8574*;Wittibreut
0049 8581*;Waldkirchen Niederbay
0049 8582*;Röhrnbach
0049 8583*;Neureichenau
0049 8584*;Breitenberg Niederbay
0049 8585*;Grainet
0049 8586*;Hauzenberg
0049 8591*;Obernzell
0049 8592*;Wegscheid Niederbay
0049 8593*;Untergriesbach
0049 861*;Traunstein
0049 8621*;Trostberg
0049 8622*;Tacherting-Peterskirchen
0049 8623*;Kirchweidach
0049 8624*;Obing
0049 8628*;Kienberg Oberbay
0049 8629*;Palling
0049 8630*;Oberneukirchen
0049 8631*;Mühldorf a. Inn
0049 8633*;Tüßling
0049 8634*;Garching a. d Alz
0049 8635*;Pleiskirchen
0049 8636*;Ampfing
0049 8637*;Lohkirchen
0049 8638*;Waldkraiburg
0049 8639*;Neumarkt St. Veit
0049 8640*;Reit im Winkl
0049 8641*;Grassau Kr. Traunstein
0049 8642*;Übersee
0049 8649*;Schleching
0049 8650*;Marktschellenberg
0049 8651*;Bad Reichenhall
0049 8652*;Berchtesgaden
0049 8654*;Freilassing
0049 8656*;Anger
0049 8657*;Ramsau b. Berchtesgaden
0049 8661*;Grabenstätt Chiemsee
0049 8662*;Siegsdorf Kr. Traunstein
0049 8663*;Ruhpolding
0049 8664*;Chieming
0049 8665*;Inzell
0049 8666*;Teisendorf
0049 8667*;Seeon-Seebruck
0049 8669*;Traunreut
0049 8670*;Reischach Kr. Altötting
0049 8671*;Altötting
0049 8677*;Burghausen Salzach
0049 8678*;Marktl
0049 8679*;Burgkirchen a. d Alz
0049 8681*;Waging a. See
0049 8682*;Laufen Salzach
0049 8683*;Tittmoning
0049 8684*;Fridolfing
0049 8685*;Kirchanschöring
0049 8686*;Petting
0049 8687*;Taching-Tengling
0049 8702*;Wörth a. d Isar
0049 8703*;Essenbach
0049 8704*;Altdorf-Pfettrach
0049 8705*;Altfraunhofen
0049 8706*;Vilsheim
0049 8707*;Adlkofen
0049 8708*;Weihmichl-Unterneuhausen
0049 8709*;Eching Niederbay
0049 871*;Landshut
0049 8721*;Eggenfelden
0049 8722*;Gangkofen
0049 8723*;Arnstorf
0049 8724*;Massing
0049 8725*;Wurmannsquick
0049 8726*;Schönau Niederbay
0049 8727*;Falkenberg Niederbay
0049 8728*;Geratskirchen
0049 8731*;Dingolfing
0049 8732*;Frontenhausen
0049 8733*;Mengkofen
0049 8734*;Reisbach Niederbay
0049 8735*;Gangkofen-Kollbach
0049 8741*;Vilsbiburg
0049 8742*;Velden
0049 8743*;Geisenhausen
0049 8744*;Gerzen
0049 8745*;Bodenkirchen
0049 8751*;Mainburg
0049 8752*;Au i. d Hallertau
0049 8753*;Elsendorf Niederbay
0049 8754*;Volkenschwand
0049 8756*;Nandlstadt
0049 8761*;Moosburg a. d Isar
0049 8762*;Wartenberg Oberbay
0049 8764*;Mauern Kr. Freising
0049 8765*;Bruckberg Niederbay
0049 8766*;Gammelsdorf
0049 8771*;Ergoldsbach
0049 8772*;Mallersdorf-Pfaffenberg
0049 8773*;Neufahrn Niederbay
0049 8774*;Bayerbach b. Ergoldsbach
0049 8781*;Rottenburg a. d Laaber
0049 8782*;Pfeffenhausen
0049 8783*;Rohr Niederbay
0049 8784*;Hohenthann
0049 8785*;Rottenburg-Oberroning
0049 8801*;Seeshaupt
0049 8802*;Huglfing
0049 8803*;Peißenberg
0049 8805*;Hohenpeißenberg
0049 8806*;Utting
0049 8807*;Dießen a. Ammersee
0049 8808*;Pähl
0049 8809*;Wessobrunn
0049 881*;Weilheim Oberbay
0049 8821*;Garmisch
0049 8822*;Oberammergau
0049 8823*;Mittenwald
0049 8824*;Oberau
0049 8825*;Krün
0049 8841*;Murnau a. Staffelsee
0049 8845*;Bad Kohlgrub
0049 8846*;Uffing a. Staffelsee
0049 8847*;Obersöchering
0049 8851*;Kochel a. See
0049 8856*;Penzberg
0049 8857*;Benediktbeuern
0049 8858*;Kochel-Walchensee
0049 8860*;Bernbeuren
0049 8861*;Schongau
0049 8862*;Steingaden Oberbay
0049 8867*;Rottenbuch Oberbay
0049 8868*;Schwabsoien
0049 8869*;Kinsau
0049 89*;München
0049 900*;MehrwertDienst 0900
0049 906*;Donauwörth
0049 9070*;Tapfheim
0049 9071*;Dillingen a. d Donau
0049 9072*;Lauingen Donau
0049 9073*;Gundelfingen a. d Donau
0049 9074*;Höchstädt a. d Donau
0049 9075*;Glött
0049 9076*;Wittislingen
0049 9077*;Bachhagel
0049 9078*;Mertingen
0049 9080*;Harburg-Schwab
0049 9081*;Nördlingen
0049 9082*;Oettingen
0049 9083*;Möttingen
0049 9084*;Bissingen Schwab
0049 9085*;Alerheim
0049 9086*;Fremdingen
0049 9087*;Marktoffingen
0049 9088*;Mönchsdeggingen
0049 9089*;Bissingen-Unterringingen
0049 9090*;Rain Lech
0049 9091*;Monheim Schwab
0049 9092*;Wemding
0049 9093*;Polsingen
0049 9094*;Tagmersheim
0049 9097*;Marxheim
0049 9099*;Kaisheim
0049 9101*;Langenzenn
0049 9102*;Wilhermsdorf
0049 9103*;Cadolzburg
0049 9104*;Emskirchen
0049 9105*;Großhabersdorf
0049 9106*;Markt Erlbach
0049 9107*;Trautskirchen
0049 911*;Nürnberg
0049 9120*;Leinburg
0049 9122*;Schwabach
0049 9123*;Lauf a. d Pegnitz
0049 9126*;Eckental
0049 9127*;Roßtal
0049 9128*;Feucht
0049 9129*;Wendelstein
0049 9131*;Erlangen
0049 9132*;Herzogenaurach
0049 9133*;Baiersdorf Mittelfr
0049 9134*;Neunkirchen a. Brand
0049 9135*;Heßdorf Mittelfr
0049 9141*;Weißenburg i. Bay
0049 9142*;Treuchtlingen
0049 9143*;Pappenheim Mittelfr
0049 9144*;Pleinfeld
0049 9145*;Solnhofen
0049 9146*;Markt Berolzheim
0049 9147*;Nennslingen
0049 9148*;Ettenstatt
0049 9149*;Weißenburg-Suffersheim
0049 9151*;Hersbruck
0049 9152*;Hartenstein
0049 9153*;Schnaittach
0049 9154*;Pommelsbrunn
0049 9155*;Simmelsdorf
0049 9156*;Neuhaus a. d Pegnitz
0049 9157*;Alfeld Mittelfr
0049 9158*;Offenhausen Mittelfr
0049 9161*;Neustadt a. d Aisch
0049 9162*;Scheinfeld
0049 9163*;Dachsbach
0049 9164*;Langenfeld Mittelfr
0049 9165*;Sugenheim
0049 9166*;Münchsteinach
0049 9167*;Oberscheinfeld
0049 9170*;Schwanstetten
0049 9171*;Roth Mittelfr
0049 9172*;Georgensgmünd
0049 9173*;Thalmässing
0049 9174*;Hilpoltstein
0049 9175*;Spalt
0049 9176*;Allersberg
0049 9177*;Heideck
0049 9178*;Abenberg Mittelfr
0049 9179*;Freystadt
0049 9180*;Pyrbaum
0049 9181*;Neumarkt i. d Opf
0049 9182*;Velburg
0049 9183*;Burgthann
0049 9184*;Deining Oberpf
0049 9185*;Mühlhausen Oberpf
0049 9186*;Lauterhofen Oberpf
0049 9187*;Altdorf b. Nürnberg
0049 9188*;Postbauer-Heng
0049 9189*;Berg b. Neumarkt i. d Opf
0049 9190*;Heroldsbach
0049 9191*;Forchheim Oberfr
0049 9192*;Gräfenberg
0049 9193*;Höchstadt a. d Aisch
0049 9194*;Ebermannstadt
0049 9195*;Adelsdorf
0049 9196*;Wiesenttal
0049 9197*;Egloffstein
0049 9198*;Heiligenstadt Oberfr
0049 9199*;Kunreuth
0049 9201*;Gesees
0049 9202*;Waischenfeld
0049 9203*;Neudrossenfeld
0049 9204*;Plankenfels
0049 9205*;Vorbach
0049 9206*;Mistelgau-Obernsees
0049 9207*;Königsfeld Oberfr
0049 9208*;Bindlach
0049 9209*;Emtmannsberg
0049 921*;Bayreuth
0049 9220*;Kasendorf-Azendorf
0049 9221*;Kulmbach
0049 9222*;Presseck
0049 9223*;Rugendorf
0049 9225*;Stadtsteinach
0049 9227*;Neuenmarkt
0049 9228*;Thurnau
0049 9229*;Mainleus
0049 9231*;Marktredwitz
0049 9232*;Wunsiedel
0049 9233*;Arzberg Oberfr
0049 9234*;Neusorg
0049 9235*;Thierstein
0049 9236*;Nagel
0049 9238*;Röslau
0049 9241*;Pegnitz
0049 9242*;Gößweinstein
0049 9243*;Pottenstein
0049 9244*;Betzenstein
0049 9245*;Obertrubach
0049 9246*;Pegnitz-Trockau
0049 9251*;Münchberg
0049 9252*;Helmbrechts
0049 9253*;Weißenstadt
0049 9254*;Gefrees
0049 9255*;Marktleugast
0049 9256*;Stammbach
0049 9257*;Zell Oberfr
0049 9260*;Wilhelmsthal Oberfr
0049 9261*;Kronach
0049 9262*;Wallenfels
0049 9263*;Ludwigsstadt
0049 9264*;Küps
0049 9265*;Pressig
0049 9266*;Mitwitz
0049 9267*;Nordhalben
0049 9268*;Teuschnitz
0049 9269*;Tettau Kr. Kronach
0049 9270*;Creußen
0049 9271*;Thurnau-Alladorf
0049 9272*;Fichtelberg
0049 9273*;Bad Berneck i. Fichtelgebirge
0049 9274*;Hollfeld
0049 9275*;Speichersdorf
0049 9276*;Bischofsgrün
0049 9277*;Warmensteinach
0049 9278*;Weidenberg
0049 9279*;Mistelgau
0049 9280*;Selbitz Oberfr
0049 9281*;Hof Saale
0049 9282*;Naila
0049 9283*;Rehau
0049 9284*;Schwarzenbach a. d Saale
0049 9285*;Kirchenlamitz
0049 9286*;Oberkotzau
0049 9287*;Selb
0049 9288*;Bad Steben
0049 9289*;Schwarzenbach a. Wald
0049 9292*;Konradsreuth
0049 9293*;Berg
0049 9294*;Regnitzlosau
0049 9295*;Töpen
0049 9302*;Rottendorf Unterfr
0049 9303*;Eibelstadt
0049 9305*;Estenfeld
0049 9306*;Kist
0049 9307*;Altertheim
0049 931*;Würzburg
0049 9321*;Kitzingen
0049 9323*;Iphofen
0049 9324*;Dettelbach
0049 9325*;Kleinlangheim
0049 9326*;Markt Einersheim
0049 9331*;Ochsenfurt
0049 9332*;Marktbreit
0049 9333*;Sommerhausen
0049 9334*;Giebelstadt
0049 9335*;Aub Kr. Würzburg
0049 9336*;Bütthard
0049 9337*;Gaukönigshofen
0049 9338*;Röttingen Unterfr
0049 9339*;Ippesheim
0049 9340*;Königheim-Brehmen
0049 9341*;Tauberbischofsheim
0049 9342*;Wertheim
0049 9343*;Lauda-Königshofen
0049 9344*;Gerchsheim
0049 9345*;Külsheim Baden
0049 9346*;Grünsfeld
0049 9347*;Wittighausen
0049 9348*;Werbach-Gamburg
0049 9349*;Werbach-Wenkheim
0049 9350*;Eußenheim-Hundsbach
0049 9351*;Gemünden a. Main
0049 9352*;Lohr a. Main
0049 9353*;Karlstadt
0049 9354*;Rieneck
0049 9355*;Frammersbach
0049 9356*;Burgsinn
0049 9357*;Gräfendorf
0049 9358*;Gössenheim
0049 9359*;Karlstadt-Wiesenfeld
0049 9360*;Thüngen
0049 9363*;Arnstein Unterfr
0049 9364*;Zellingen
0049 9365*;Rimpar
0049 9366*;Geroldshausen Unterfr
0049 9367*;Unterpleichfeld
0049 9369*;Uettingen
0049 9371*;Miltenberg
0049 9372*;Klingenberg a. Main
0049 9373*;Amorbach
0049 9374*;Eschau
0049 9375*;Freudenberg Baden
0049 9376*;Collenberg
0049 9377*;Freudenberg-Boxtal
0049 9378*;Eichenbühl-Riedern
0049 9381*;Volkach
0049 9382*;Gerolzhofen
0049 9383*;Wiesentheid
0049 9384*;Schwanfeld
0049 9385*;Kolitzheim
0049 9386*;Prosselsheim
0049 9391*;Marktheidenfeld
0049 9392*;Faulbach Unterfr
0049 9393*;Rothenfels Unterfr
0049 9394*;Esselbach
0049 9395*;Triefenstein
0049 9396*;Urspringen b. Lohr
0049 9397*;Wertheim-Dertingen
0049 9398*;Birkenfeld b. Würzburg
0049 9401*;Neutraubling
0049 9402*;Regenstauf
0049 9403*;Donaustauf
0049 9404*;Nittendorf
0049 9405*;Bad Abbach
0049 9406*;Mintraching
0049 9407*;Wenzenbach
0049 9408*;Altenthann
0049 9409*;Pielenhofen
0049 941*;Regensburg
0049 9420*;Feldkirchen Niederbay
0049 9421*;Straubing
0049 9422*;Bogen Niederbay
0049 9423*;Geiselhöring
0049 9424*;Straßkirchen
0049 9426*;Oberschneiding
0049 9427*;Leiblfing
0049 9428*;Kirchroth
0049 9429*;Rain Niederbay
0049 9431*;Schwandorf
0049 9433*;Nabburg
0049 9434*;Bodenwöhr
0049 9435*;Schwarzenfeld
0049 9436*;Nittenau
0049 9438*;Fensterbach
0049 9439*;Neunburg-Kemnath
0049 9441*;Kelheim
0049 9442*;Riedenburg
0049 9443*;Abensberg
0049 9444*;Siegenburg
0049 9445*;Neustadt a. d Donau
0049 9446*;Altmannstein
0049 9447*;Essing
0049 9448*;Hausen Niederbay
0049 9451*;Schierling
0049 9452*;Langquaid
0049 9453*;Thalmassing
0049 9454*;Aufhausen Oberpf
0049 9461*;Roding
0049 9462*;Falkenstein Oberpf
0049 9463*;Wald Oberpf
0049 9464*;Walderbach
0049 9465*;Neukirchen-Balbini
0049 9466*;Stamsried
0049 9467*;Michelsneukirchen
0049 9468*;Zell Oberpf
0049 9469*;Roding-Neubäu
0049 9471*;Burglengenfeld
0049 9472*;Hohenfels Oberpf
0049 9473*;Kallmünz
0049 9474*;Schmidmühlen
0049 9480*;Sünching
0049 9481*;Pfatter
0049 9482*;Wörth a. d Donau
0049 9484*;Brennberg
0049 9491*;Hemau
0049 9492*;Parsberg
0049 9493*;Beratzhausen
0049 9495*;Breitenbrunn Oberpf
0049 9497*;Seubersdorf i. d  Opf
0049 9498*;Laaber
0049 9499*;Painten
0049 9502*;Frensdorf
0049 9503*;Oberhaid Oberfr
0049 9504*;Stadelhofen
0049 9505*;Litzendorf
0049 951*;Bamberg
0049 9521*;Haßfurt
0049 9522*;Eltmann
0049 9523*;Hofheim Unterfr
0049 9524*;Zeil a. Main
0049 9525*;Königsberg
0049 9526*;Riedbach
0049 9527*;Knetzgau
0049 9528*;Donnersdorf
0049 9529*;Oberaurach
0049 9531*;Ebern
0049 9532*;Maroldsweisach
0049 9533*;Untermerzbach
0049 9534*;Burgpreppach
0049 9535*;Pfarrweisach
0049 9536*;Kirchlauter
0049 9542*;Scheßlitz
0049 9543*;Hirschaid
0049 9544*;Baunach
0049 9545*;Buttenheim
0049 9546*;Burgebrach
0049 9547*;Zapfendorf
0049 9548*;Mühlhausen Mittelfr
0049 9549*;Lisberg
0049 9551*;Burgwindheim
0049 9552*;Burghaslach
0049 9553*;Ebrach Oberfr
0049 9554*;Untersteinbach
0049 9555*;Schlüsselfeld-Aschbach
0049 9556*;Geiselwind
0049 9560*;Grub a. Forst
0049 9561*;Coburg
0049 9562*;Sonnefeld
0049 9563*;Rödental
0049 9564*;Bad Rodach
0049 9565*;Untersiemau
0049 9566*;Meeder
0049 9567*;Seßlach-Gemünda
0049 9568*;Neustadt b. Coburg
0049 9569*;Seßlach
0049 9571*;Lichtenfels Bay
0049 9572*;Burgkunstadt
0049 9573*;Staffelstein Oberfr
0049 9574*;Marktzeuln
0049 9575*;Weismain
0049 9576*;Lichtenfeld-Isling
0049 9602*;Neustadt a. d Waldnaab
0049 9603*;Floß
0049 9604*;Wernberg-Köblitz
0049 9605*;Weiherhammer
0049 9606*;Pfreimd
0049 9607*;Luhe-Wildenau
0049 9608*;Kohlberg Oberpf
0049 961*;Weiden Oberpf
0049 9621*;Amberg Oberpfalz
0049 9622*;Hirschau Oberpf
0049 9624*;Ensdorf Oberpf
0049 9625*;Kastl b. Amberg
0049 9626*;Hohenburg
0049 9627*;Freudenberg Oberpf
0049 9628*;Ursensollen
0049 9631*;Tirschenreuth
0049 9632*;Waldsassen
0049 9633*;Mitterteich
0049 9634*;Wiesau
0049 9635*;Bärnau
0049 9636*;Plößberg
0049 9637*;Falkenberg Oberpf
0049 9638*;Neualbenreuth
0049 9639*;Mähring
0049 9641*;Grafenwöhr
0049 9642*;Kemnath Stadt
0049 9643*;Auerbach Oberpf
0049 9644*;Pressath
0049 9645*;Eschenbach Oberpf
0049 9646*;Freihung
0049 9647*;Kirchenthumbach
0049 9648*;Neustadt a. Kulm
0049 9651*;Vohenstrauß
0049 9652*;Waidhaus
0049 9653*;Eslarn
0049 9654*;Pleystein
0049 9655*;Tännesberg
0049 9656*;Moosbach
0049 9657*;Waldthurn
0049 9658*;Georgenberg
0049 9659*;Leuchtenberg
0049 9661*;Sulzbach-Rosenberg
0049 9662*;Vilseck
0049 9663*;Neukirchen b. Sulzbach
0049 9664*;Hahnbach
0049 9665*;Königstein Oberpf
0049 9666*;Illschwang
0049 9671*;Oberviechtach
0049 9672*;Neunburg vorm Wald
0049 9673*;Tiefenbach Oberpf
0049 9674*;Schönsee
0049 9675*;Altendorf b. Nabburg
0049 9676*;Winklarn
0049 9677*;Oberviechtach-Pullenried
0049 9681*;Windischeschenbach
0049 9682*;Erbendorf
0049 9683*;Friedenfels
0049 9701*;Sandberg Unterfr
0049 9704*;Euerdorf
0049 9708*;Bad Bocklet
0049 971*;Bad Kissingen
0049 9720*;Üchtelhausen
0049 9721*;Schweinfurt
0049 9722*;Werneck
0049 9723*;Röthlein
0049 9724*;Stadtlauringen
0049 9725*;Poppenhausen Unterfr
0049 9726*;Euerbach
0049 9727*;Schonungen-Marktsteinach
0049 9728*;Wülfershausen Unterfr
0049 9729*;Grettstadt
0049 9732*;Hammelburg
0049 9733*;Münnerstadt
0049 9734*;Burkardroth
0049 9735*;Maßbach
0049 9736*;Oberthulba
0049 9737*;Wartmannsroth
0049 9738*;Rottershausen
0049 9741*;Bad Brückenau
0049 9742*;Kalbach Rhön
0049 9744*;Zeitlofs-Detter
0049 9745*;Wildflecken
0049 9746*;Zeitlofs
0049 9747*;Geroda
0049 9748*;Motten
0049 9749*;Oberbach Unterfr
0049 9761*;Bad Königshofen
0049 9762*;Saal a. d Saale
0049 9763*;Sulzdorf a. d Lederhecke
0049 9764*;Höchheim
0049 9765*;Trappstadt
0049 9766*;Großwenkheim
0049 9771*;Bad Neustadt
0049 9772*;Bischofsheim
0049 9773*;Unsleben
0049 9774*;Oberelsbach
0049 9775*;Schönau a. d Brend
0049 9776*;Mellrichstadt
0049 9777*;Ostheim
0049 9778*;Fladungen
0049 9779*;Nordheim v d Rhön
0049 9802*;Ansbach-Katterbach
0049 9803*;Colmberg
0049 9804*;Aurach
0049 9805*;Burgoberbach
0049 981*;Ansbach
0049 9820*;Lehrberg
0049 9822*;Bechhofen a. d Heide
0049 9823*;Leutershausen
0049 9824*;Dietenhofen
0049 9825*;Herrieden
0049 9826*;Weidenbach Mittelfr
0049 9827*;Lichtenau Mittelfr
0049 9828*;Rügland
0049 9829*;Flachslanden
0049 9831*;Gunzenhausen
0049 9832*;Wassertrüdingen
0049 9833*;Heidenheim Mittelfr
0049 9834*;Theilenhofen
0049 9835*;Ehingen Mittelfr
0049 9836*;Gunzenhausen-Cronheim
0049 9837*;Haundorf
0049 9841*;Bad Windsheim
0049 9842*;Uffenheim
0049 9843*;Burgbernheim
0049 9844*;Obernzenn
0049 9845*;Oberdachstetten
0049 9846*;Ipsheim
0049 9847*;Ergersheim
0049 9848*;Simmershofen
0049 9851*;Dinkelsbühl
0049 9852*;Feuchtwangen
0049 9853*;Wilburgstetten
0049 9854*;Wittelshofen
0049 9855*;Dentlein a. Forst
0049 9856*;Dürrwangen
0049 9857*;Schopfloch Mittelfr
0049 9861*;Rothenburg
0049 9865*;Adelshofen
0049 9867*;Geslau
0049 9868*;Schillingsfürst
0049 9869*;Wettringen Mittelfr
0049 9871*;Windsbach
0049 9872*;Heilsbronn
0049 9873*;Abenberg-Wassermungenau
0049 9874*;Neuendettelsau
0049 9875*;Wolframs-Eschenbach
0049 9876*;Rohr Mittelfr
0049 9901*;Hengersberg Bay
0049 9903*;Schöllnach
0049 9904*;Lalling
0049 9905*;Bernried Niederbay
0049 9906*;Mariaposching
0049 9907*;Zenting
0049 9908*;Schöfweg
0049 991*;Deggendorf
0049 9920*;Bischofsmais
0049 9921*;Regen
0049 9922*;Zwiesel
0049 9923*;Teisnach
0049 9924*;Bodenmais
0049 9925*;Bayerisch Eisenstein
0049 9926*;Frauenau
0049 9927*;Kirchberg Wald
0049 9928*;Kirchdorf i. Wald
0049 9929*;Ruhmannsfelden
0049 9931*;Plattling
0049 9932*;Osterhofen
0049 9933*;Wallersdorf
0049 9935*;Stephansposching
0049 9936*;Wallerfing
0049 9937*;Oberpöring
0049 9938*;Moos Niederbay
0049 9941*;Kötzting
0049 9942*;Viechtach
0049 9943*;Lam Oberpf
0049 9944*;Miltach
0049 9945*;Arnbruck
0049 9946*;Hohenwarth b. Kötzing
0049 9947*;Neukirchen b. Hl Blut
0049 9948*;Eschlkam
0049 9951*;Landau a. d Isar
0049 9952*;Eichendorf
0049 9953*;Pilsting
0049 9954*;Simbach Niederbay
0049 9955*;Mamming
0049 9956*;Eichendorf-Aufhausen
0049 9961*;Mitterfels
0049 9962*;Schwarzach Niederbay
0049 9963*;Konzell
0049 9964*;Stallwang
0049 9965*;Sankt Englmar
0049 9966*;Wiesenfelden
0049 9971*;Cham
0049 9972*;Waldmünchen
0049 9973*;Furth i. Wald
0049 9974*;Traitsching
0049 9975*;Waldmünchen-Geigant
0049 9976*;Rötz
0049 9977*;Arnschwang
0049 9978*;Schönthal Oberpf
